,pos,word_en,word_sp,positive,new_negetive ,objective,index,synset,meaning,negative
5353,a,irreversible,,0.0,0.5,0.5,0,1759362,"incapable of being reversed; ""irreversible momentum toward revolution"" ",-0.5
5354,a,irrevocable,irrevocable,0.0,0.75,0.25,0,1760670,"incapable of being retracted or revoked; ""firm and irrevocable is my doom""- Shakespeare ",-0.75
5355,a,irrevokable,irrevocable,0.0,0.75,0.25,0,1760670,"incapable of being retracted or revoked; ""firm and irrevocable is my doom""- Shakespeare ",-0.75
5356,a,irritable,,0.5,0.0,0.5,2,2104277,capable of responding to stimuli ,0.0
5359,a,irritated,,0.0,0.625,0.375,0,1806106,"aroused to impatience or anger; ""made an irritated gesture""; ""feeling nettled from the constant teasing""; ""peeved about being left out""; ""felt really pissed at her snootiness""; ""riled no end by his lies""; ""roiled by the delay"" ",-0.625
5360,a,irritating,,0.0,0.5,0.5,0,89550,"causing irritation or annoyance; ""tapping an annoying rhythm on his glass with his fork""; ""aircraft noise is particularly bothersome near the airport""; ""found it galling to have to ask permission""; ""an irritating delay""; ""nettlesome paperwork""; ""a pesky mosquito""; ""swarms of pestering gnats""; ""a plaguey newfangled safety catch""; ""a teasing and persistent thought annoyed him""; ""a vexatious child""; ""it is vexing to have to admit you are wrong"" ",-0.5
5362,a,isochronal,,0.125,0.0,0.875,0,891569,"equal in duration or interval; ""the oscillations were isochronal"" ",0.0
5363,a,isochronous,,0.125,0.0,0.875,0,891569,"equal in duration or interval; ""the oscillations were isochronal"" ",0.0
5364,a,isolable,,0.625,0.0,0.375,0,2111339,capable of being isolated or disjoined ,0.0
5365,a,isolated,,0.5,0.0,0.5,4,1327205,"under forced isolation especially for health reasons; ""a quarantined animal""; ""isolated patients"" ",0.0
5370,a,isometric,,0.25,0.0,0.75,3,658022,of a crystal system characterized by three equal axes at right angles ,0.0
5371,a,isomorphic,,0.125,0.0,0.875,0,2828917,having similar appearance but genetically different ,0.0
5372,a,isomorphous,,0.125,0.0,0.875,0,2828917,having similar appearance but genetically different ,0.0
5373,a,itchy,,0.0,0.5,0.5,1,1712327,"causing an irritating cutaneous sensation; being affect with an itch; ""he had an itchy toe from the mosquito bite"" ",-0.5
5375,a,iterative,,0.0,0.25,0.75,0,1964632,marked by iteration ,-0.25
5376,a,jaded,,0.125,0.0,0.875,1,2078153,"dulled by surfeit; ""the amoral, jaded, bored upper classes"" ",0.0
5377,a,jagged,,0.125,0.0,0.875,1,2246903,having an irregularly notched or toothed margin as though gnawed ,0.0
5379,a,jaggy,,0.125,0.0,0.875,0,2246903,having an irregularly notched or toothed margin as though gnawed ,0.0
5381,a,jammed,,0.0,0.125,0.875,0,560100,"filled to capacity; ""a suitcase jammed with dirty clothes""; ""stands jam-packed with fans""; ""a packed theater"" ",-0.125
5382,a,jam-packed,,0.0,0.125,0.875,0,560100,"filled to capacity; ""a suitcase jammed with dirty clothes""; ""stands jam-packed with fans""; ""a packed theater"" ",-0.125
5383,a,janus-faced,,0.125,0.0,0.875,0,2475692,"having or concerned with polarities or contrasts; ""a Janus-faced view of history""; ""a Janus-faced policy"" ",0.0
5385,a,jarring,,0.0,0.625,0.375,0,300196,"making or causing a harsh and irritating sound; ""the jarring noise of the iron gate scraping on the sidewalk"" ",-0.625
5386,a,jaundiced,,0.0,0.625,0.375,0,1177556,affected by jaundice which causes yellowing of skin etc ,-0.625
5387,a,jazzy,,0.25,0.0,0.75,1,407420,(used especially of clothes) marked by conspicuous display ,0.0
5389,a,jealous,,0.0,0.25,0.75,1,2464105,"suspicious or unduly suspicious or fearful of being displaced by a rival; ""a jealous lover"" ",-0.25
5390,a,jeering,,0.0,0.625,0.375,0,1995596,"abusing vocally; expressing contempt or ridicule; ""derisive laughter""; ""a jeering crowd""; ""her mocking smile""; ""taunting shouts of `coward' and `sissy'"" ",-0.625
5391,a,jerking,,0.0,0.75,0.25,0,2303575,"lacking a steady rhythm; ""an arrhythmic heartbeat"" ",-0.75
5392,a,jerkwater,,0.0,0.125,0.875,0,637455,"small and remote and insignificant; ""a jerkwater college""; ""passed a series of poky little one-horse towns"" ",-0.125
5393,a,jerky,,0.0,0.25,0.75,1,1143750,"marked by abrupt transitions; ""choppy prose"" ",-0.25
5395,a,jerry-built,,0.0,0.625,0.375,0,2325642,"of inferior workmanship and materials; ""mean little jerry-built houses"" ",-0.625
5396,a,jesting,,0.875,0.0,0.125,0,1267076,characterized by jokes and good humor ,0.0
5397,a,jet,,0.0,0.125,0.875,0,388849,of the blackest black; similar to the color of jet or coal ,-0.125
5398,a,jet-black,,0.0,0.125,0.875,0,388849,of the blackest black; similar to the color of jet or coal ,-0.125
5399,a,jeweled,,0.0,0.375,0.625,0,56660,covered with beads or jewels or sequins ,-0.375
5400,a,jewelled,,0.0,0.375,0.625,0,56660,covered with beads or jewels or sequins ,-0.375
5401,a,jiggered,,0.0,0.25,0.75,0,2358898,"(British informal expletive) surprised; ""Well I'm jiggered!"" ",-0.25
5402,a,jilted,,0.0,0.5,0.5,0,1463735,"rebuffed (by a lover) without warning; ""jilted at the altar"" ",-0.5
5403,a,jingoistic,,0.375,0.0,0.625,0,1740358,fanatically patriotic ,0.0
5404,a,jinxed,,0.0,0.75,0.25,0,1468850,(usually used colloquially) causing or accompanied by misfortune ,-0.75
5405,a,jobless,,0.0,0.75,0.25,0,865007,"not having a job; ""idle carpenters""; ""jobless transients""; ""many people in the area were out of work"" ",-0.75
5406,a,jocose,,0.875,0.0,0.125,0,1267076,characterized by jokes and good humor ,0.0
5407,a,jocular,,0.875,0.0,0.125,0,1267076,characterized by jokes and good humor ,0.0
5408,a,joint,,0.25,0.0,0.75,1,2152716,"affecting or involving two or more; ""joint income-tax return""; ""joint ownership"" ",0.0
5409,a,joking,,0.875,0.0,0.125,0,1267076,characterized by jokes and good humor ,0.0
5410,a,jolted,,0.0,0.5,0.5,1,86005,"disturbed psychologically as if by a physical jolt or shock; ""retrieved his named from her jolted memory""; ""the accident left her badly shaken"" ",-0.5
5411,a,jolting,,0.0,0.625,0.375,0,2243567,"causing or characterized by jolts and irregular movements; ""a rough ride"" ",-0.625
5412,a,jolty,,0.0,0.625,0.375,0,2243567,"causing or characterized by jolts and irregular movements; ""a rough ride"" ",-0.625
5413,a,jowly,,0.0,0.375,0.625,0,987349,having sagging folds of flesh beneath the chin or lower jaw ,-0.375
5414,a,jr.,,0.0,0.375,0.625,0,2101382,"used of the younger of two persons of the same name especially used to distinguish a son from his father; ""John Junior""; ""John Smith, Jr."" ",-0.375
5415,a,judgmental,crítico,0.5,0.0,0.5,0,648977,"depending on judgment; ""a judgmental error""; ""I think that she is too judgmental to be a good therapist"" ",0.0
5416,a,judicable,,0.5,0.0,0.5,0,739163,"capable of being judged or decided; ""judicable issues"" ",0.0
5417,a,judicial,,0.625,0.0,0.375,3,650135,"expressing careful judgment; ""discriminative censure""; ""a biography ...appreciative and yet judicial in purpose""-Tyler Dennett ",0.0
5418,a,judicious,,0.625,0.0,0.375,0,1898722,"marked by the exercise of good judgment or common sense in practical matters; ""judicious use of one's money""; ""a wise decision"" ",0.0
5419,a,juicy,,0.375,0.0,0.625,1,2132967,"having strong sexual appeal; ""juicy barmaids""; ""a red-hot mama""; ""a voluptuous woman""; ""a toothsome blonde in a tight dress"" ",0.0
5422,a,jumbo,,0.375,0.0,0.625,0,1385773,"of great mass; huge and bulky; ""a jumbo jet""; ""jumbo shrimp"" ",0.0
5423,a,jumped-up,,0.0,0.25,0.75,0,1850742,(British informal) upstart ,-0.25
5424,a,jumpy,,0.0,0.625,0.375,1,2243567,"causing or characterized by jolts and irregular movements; ""a rough ride"" ",-0.625
5425,a,junior,,0.0,0.25,0.75,2,1648891,"including or intended for youthful persons; ""a junior sports league""; ""junior fashions"" ",-0.25
5427,a,junior-grade,,0.0,0.75,0.25,0,2100968,"inferior in rank or status; ""the junior faculty""; ""a lowly corporal""; ""petty officialdom""; ""a subordinate functionary"" ",-0.75
5428,a,junoesque,,0.0,0.375,0.625,0,2139793,suggestive of a statue ,-0.375
5429,a,jury-rigged,,0.125,0.0,0.875,0,1757211,"done or made using whatever is available; ""crossed the river on improvised bridges""; ""the survivors used jury-rigged fishing gear""; ""the rock served as a makeshift hammer"" ",0.0
5430,a,just,,0.5,0.0,0.5,1,958151," fair to all parties as dictated by reason and conscience; ""equitable treatment of all citizens""; ""an equitable distribution of gifts among the children"" ",0.0
5434,a,justifiable,,0.625,0.0,0.375,0,1722140,capable of being justified ,0.0
5435,a,justificative,,0.25,0.0,0.75,1,923790,providing justification ,0.0
5436,a,justificatory,,0.25,0.0,0.75,1,923790,providing justification ,0.0
5437,a,justified,,0.125,0.0,0.875,0,910750,having words so spaced that lines have straight even margins ,0.0
5438,a,kabbalistic,,0.25,0.0,0.75,0,899738,"having a secret or hidden meaning; ""cabalistic symbols engraved in stone""; ""cryptic writings""; ""thoroughly sibylline in most of his pronouncements""- John Gunther ",0.0
5439,a,kaput,,0.0,0.375,0.625,0,735882,"destroyed or killed; ""we are gone geese"" ",-0.375
5440,a,katabolic,,0.0,0.75,0.25,1,107984,characterized by destructive metabolism ,-0.75
5441,a,katharobic,,0.0,0.125,0.875,0,3021051,of living being in an oxygenated environment lacking organic matter ,-0.125
5442,a,kayoed,,0.0,0.125,0.875,0,572714,knocked unconscious by a heavy blow ,-0.125
5443,a,keen,,0.125,0.0,0.875,0,1744515,"having or demonstrating ability to recognize or draw fine distinctions; ""an acute observer of politics and politicians""; ""incisive comments""; ""icy knifelike reasoning""; ""as sharp and incisive as the stroke of a fang""; ""penetrating insight""; ""frequent penetrative observations"" ",0.0
5446,a,keen-eyed,,0.375,0.0,0.625,0,954064,having keen eyesight ,0.0
5447,a,keen-sighted,,0.125,0.0,0.875,0,2158438,"having very keen vision; ""quick-sighted as a cat"" ",0.0
5449,a,kempt,,0.375,0.0,0.625,0,2427594,"(of hair) neat and tidy; ""a nicely kempt beard"" ",0.0
5450,a,kept,sin_romper,0.0,0.5,0.5,0,289799,"(especially of promises or contracts) not violated or disregarded; ""unbroken promises""; ""promises kept"" ",-0.5
5451,a,kept_up,,0.75,0.0,0.25,0,737515,kept in good condition ,0.0
5452,a,keyed,,0.25,0.0,0.75,0,1371769,"fitted with or secured by a key; ""a keyed instrument""; ""the locks have not yet been keyed"" ",0.0
5453,a,keyless,,0.0,0.5,0.5,0,1371911,"lacking or not requiring a key; ""a keyless lock operated by a series of pushbuttons"" ",-0.5
5454,a,kid-glove,,0.5,0.0,0.5,0,759169,"showing skill and sensitivity in dealing with people; ""by diplomatic conduct he avoided antagonizing anyone""; ""a tactful way of correcting someone""; ""the agency got the kid-glove treatment on Capitol Hill"" ",0.0
5455,a,kidney-shaped,,0.125,0.0,0.875,0,2170546,(of a leaf or bean shape) resembling the shape of kidney ,0.0
5456,a,killable,,0.125,0.0,0.875,0,829041,"fit to kill, especially for food ",0.0
5457,a,killing,,0.5,0.0,0.5,0,1267339,"very funny; ""a killing joke""; ""sidesplitting antics"" ",0.0
5458,a,kind,,0.375,0.0,0.625,2,1041209,"tolerant and forgiving under provocation; ""our neighbor was very kind about the window our son broke"" ",0.0
5461,a,kindhearted,,0.625,0.0,0.375,0,1373545,"having or proceeding from an innately kind disposition; ""a generous and kindhearted teacher"" ",0.0
5462,a,kind-hearted,,0.625,0.0,0.375,0,1373545,"having or proceeding from an innately kind disposition; ""a generous and kindhearted teacher"" ",0.0
5463,a,kindly,,0.5,0.0,0.5,1,226891,"pleasant and agreeable; ""a kindly climate""; ""kindly breeze"" ",0.0
5465,a,kinglike,,0.5,0.0,0.5,0,1591699,"having the rank of or resembling or befitting a king; ""symbolizing kingly power""; ""the murder of his kingly guest"" ",0.0
5466,a,kingly,,0.5,0.0,0.5,0,1591699,"having the rank of or resembling or befitting a king; ""symbolizing kingly power""; ""the murder of his kingly guest"" ",0.0
5467,a,kinky,,0.625,0.0,0.375,0,1597509,"(used of sexual behavior) showing or appealing to bizarre or deviant tastes; ""kinky sex""; ""perverted practices"" ",0.0
5469,a,kiplingesque,,0.375,0.0,0.625,0,3034192,in the manner of Rudyard Kipling ,0.0
5470,a,kitschy,,0.125,0.0,0.875,0,854413,"effusively or insincerely emotional; ""a bathetic novel""; ""maudlin expressions of sympathy""; ""mushy effusiveness""; ""a schmaltzy song""; ""sentimental soap operas""; ""slushy poetry"" ",0.0
5471,a,kittenish,,0.5,0.0,0.5,0,2123007,playful like a lively kitten ,0.0
5472,a,kiwi-sized,,0.125,0.0,0.875,0,2223559,having the approximate size of a kiwi fruit ,0.0
5473,a,knifelike,,0.125,0.0,0.875,1,1744515,"having or demonstrating ability to recognize or draw fine distinctions; ""an acute observer of politics and politicians""; ""incisive comments""; ""icy knifelike reasoning""; ""as sharp and incisive as the stroke of a fang""; ""penetrating insight""; ""frequent penetrative observations"" ",0.0
5476,a,knobbed,,0.0,0.25,0.75,0,2313235,"used of old persons or old trees; covered with knobs or knots; ""gnarled and knotted hands""; ""a knobbed stick"" ",-0.25
5477,a,knockabout,,0.0,0.625,0.375,0,2279360,"full of rough and exuberant animal spirits; ""boisterous practical jokes""; ""knockabout comedy"" ",-0.625
5478,a,knock-down,,0.375,0.0,0.625,0,2323072,"strong enough to knock down or overwhelm; ""a knock-down blow"" ",0.0
5479,a,knocked_out,,0.0,0.125,0.875,0,572714,knocked unconscious by a heavy blow ,-0.125
5480,a,knocked-out,,0.0,0.875,0.125,0,680634,"damaged; ""the gym has some of the most knocked-out equipment since Vic Tanny"" ",-0.875
5481,a,knotted,,0.0,0.25,0.75,1,2313235,"used of old persons or old trees; covered with knobs or knots; ""gnarled and knotted hands""; ""a knobbed stick"" ",-0.25
5482,a,knotty,,0.0,0.25,0.75,1,2313235,"used of old persons or old trees; covered with knobs or knots; ""gnarled and knotted hands""; ""a knobbed stick"" ",-0.25
5484,a,knowable,,0.625,0.0,0.375,0,1374582,capable of being known ,0.0
5485,a,knowing,,0.125,0.0,0.875,1,1338116,"characterized by conscious design or purpose; ""intentional damage""; ""a knowing attempt to defraud""; ""a willful waste of time"" ",0.0
5488,a,knowledgeable,,0.25,0.0,0.75,0,830051,"highly educated; having extensive information or understanding; ""knowing instructors""; ""a knowledgeable critic""; ""a knowledgeable audience"" ",0.0
5491,a,known,conocido,0.5,0.0,0.5,0,1375174,"apprehended with certainty; ""a known quantity""; ""the limits of the known world""; ""a musician known throughout the world""; ""a known criminal"" ",0.0
5492,a,ko'd,,0.0,0.125,0.875,0,572714,knocked unconscious by a heavy blow ,-0.125
5493,a,kookie,,0.0,0.375,0.625,0,2074929,"informal or slang terms for mentally irregular; ""it used to drive my husband balmy"" ",-0.375
5494,a,kooky,,0.0,0.375,0.625,0,2074929,"informal or slang terms for mentally irregular; ""it used to drive my husband balmy"" ",-0.375
5495,a,kosher,,0.75,0.0,0.25,1,1880071,proper or legitimate ,0.0
5496,a,kyphotic,,0.0,0.5,0.5,0,1019000,"characteristic of or suffering from kyphosis, an abnormality of the vertebral column ",-0.5
5497,a,labile,,0.0,0.125,0.875,1,894879,"liable to change; ""an emotionally labile person"" ",-0.125
5498,a,labored,,0.0,0.375,0.625,0,1141468,"lacking natural ease; ""a labored style of debating"" ",-0.375
5499,a,laboring,,0.0,0.375,0.625,0,293376,"doing arduous or unpleasant work; ""drudging peasants""; ""the bent backs of laboring slaves picking cotton""; ""toiling coal miners in the black deeps"" ",-0.375
5500,a,labor-intensive,,0.0,0.5,0.5,0,837574,"requiring a large expenditure of labor but not much capital; ""cottage industries are labor intensive"" ",-0.5
